geneID	p	DONOR1	DONOR2	FMT1	FMT2	Product	EC_number	koID	ko_anno	module_ID	module_anno	pathway_ID	pathway_anno
g001199	0.00541370394311571	0	1	0.166666666666667	0.909090909090909	Inulosucrase	2.4.1.9	K20811	inuJ; inulosucrase [EC:2.4.1.9]	NA	NA	path:map00500	Starch and sucrose metabolism
g001238	0.0345022624434389	0	1	0.166666666666667	0.818181818181818	hypothetical protein			NA	NA	NA	NA	NA
g001419	0.0497737556561086	1	1	0.833333333333333	0.272727272727273	UDP-N-acetylglucosamine 4-epimerase	5.1.3.7		NA	NA	NA	NA	NA
g001442	0.0054137039431157	1	0	0.833333333333333	0.0909090909090909	hypothetical protein			NA	NA	NA	NA	NA
g001472	0.000565610859728507	0	1	0	0.909090909090909	hypothetical protein			NA	NA	NA	NA	NA
g001503	0.0345022624434389	0	1	0	0.636363636363636	Chromosome partitioning protein ParA		K03496	parA, soj; chromosome partitioning protein	NA	NA	NA	NA
g001504	0.0090497737556561	0	1	0	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g001506	0.0090497737556561	0	1	0	0.727272727272727	Glutathione biosynthesis bifunctional protein GshAB		K01919	gshA; glutamate--cysteine ligase [EC:6.3.2.2]	md:M00118	Glutathione biosynthesis, glutamate => glutathione	path:map00270	Cysteine and methionine metabolism
g001541	0.0427440206851972	0	1	0	0.545454545454545	hypothetical protein			NA	NA	NA	NA	NA
g002272	0.0090497737556561	0	1	0	0.727272727272727	LexA repressor	3.4.21.88		NA	NA	NA	NA	NA
g002273	0.0090497737556561	0	1	0	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g002444	0.0054137039431157	1	0	0.833333333333333	0.0909090909090909	hypothetical protein			NA	NA	NA	NA	NA
g002452	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g002708	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g002736	0.0090497737556561	0	1	0	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g003110	0.00630252100840335	1	0	0.666666666666667	0	IS30 family transposase IS6770			NA	NA	NA	NA	NA
g003114	0.0497737556561086	1	1	0.166666666666667	0.727272727272727	Homocysteine S-methyltransferase	2.1.1.10	K00547	mmuM, BHMT2; homocysteine S-methyltransferase [EC:2.1.1.10]	NA	NA	path:map00270	Cysteine and methionine metabolism
g003168	0.0294117647058823	1	0	0.5	0	Transcriptional regulator DauR		K21829	dauR; D-arginine utilization repressor	NA	NA	NA	NA
g003293	0.0345022624434389	0	1	0	0.636363636363636	hypothetical protein			NA	NA	NA	NA	NA
g003314	0.0294117647058823	1	1	0.5	1	Amino-acid permease RocE		K02205	rocE, rocC; arginine/ornithine permease	NA	NA	NA	NA
g003412	0.0276341305753071	1	0	0.666666666666667	0.0909090909090909	IS30 family transposase IS6770			NA	NA	NA	NA	NA
g003423	0.000565610859728507	0	1	0	0.909090909090909	IS3 family transposase ISBce13			NA	NA	NA	NA	NA
g003428	0.0294117647058823	1	0	0.5	0	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit	2.4.1.-		NA	NA	NA	NA	NA
g003434	0.00630252100840335	0	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g003439	0.00630252100840335	1	0	0.666666666666667	0	D-alanyl-D-alanine carboxypeptidase DacA	3.4.16.4	K07258	dacC, dacA, dacD; serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]	NA	NA	path:map00550	Peptidoglycan biosynthesis
g003440	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g003441	0.0276341305753071	1	1	0.333333333333333	0.909090909090909	hypothetical protein			NA	NA	NA	NA	NA
g003453	0.0294117647058823	1	1	0.5	1	ISL3 family transposase IS1476			NA	NA	NA	NA	NA
g003502	0.00630252100840335	1	0	0.666666666666667	0	IS30 family transposase ISHahy10			NA	NA	NA	NA	NA
g003539	0.0345022624434389	0	0	0	0.636363636363636	hypothetical protein			NA	NA	NA	NA	NA
g003706	0.000565610859728507	0	1	0	0.909090909090909	hypothetical protein			NA	NA	NA	NA	NA
g003725	0.0294117647058823	0	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g003796	0.00630252100840335	1	0	0.666666666666667	0	IS30 family transposase IS6770			NA	NA	NA	NA	NA
g003916	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g003932	0.0294117647058823	1	0	0.5	0	putative N-acetyl-LL-diaminopimelate aminotransferase	2.6.1.-	K00841	patA; aminotransferase [EC:2.6.1.-]	md:M00525	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	path:map00300	Lysine biosynthesis
g003946	0.0427440206851972	1	1	1	0.454545454545455	IS200/IS605 family transposase ISLjo5			NA	NA	NA	NA	NA
g003975	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g004291	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g004341	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g004446	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g004448	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g004478	0.0276341305753071	0	0	0.666666666666667	0.0909090909090909	hypothetical protein			NA	NA	NA	NA	NA
g004585	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g004586	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g004616	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g004622	0.0345022624434389	0	1	0.166666666666667	0.818181818181818	hypothetical protein			NA	NA	NA	NA	NA
g004685	0.0054137039431157	1	0	0.833333333333333	0.0909090909090909	hypothetical protein			NA	NA	NA	NA	NA
g004687	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g004803	0.00630252100840335	1	0	0.666666666666667	0	ABC-type transporter ATP-binding protein EcsA		K01990	ABC-2.A; ABC-2 type transport system ATP-binding protein	NA	NA	NA	NA
g004877	0.00630252100840335	0	0	0.666666666666667	0	tRNA-Thr(agt)		NA	NA	NA	NA	NA	NA
g005593	0.0427440206851972	0	0	0	0.545454545454545	Tyrosine recombinase XerS			NA	NA	NA	NA	NA
g005673	0.00541370394311571	0	1	0.166666666666667	0.909090909090909	hypothetical protein			NA	NA	NA	NA	NA
g005694	0.0090497737556561	0	1	0	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g005696	0.0090497737556561	0	1	0	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g005726	0.00630252100840335	0	1	0.333333333333333	1	Homocysteine S-methyltransferase	2.1.1.10	K00547	mmuM, BHMT2; homocysteine S-methyltransferase [EC:2.1.1.10]	NA	NA	path:map00270	Cysteine and methionine metabolism
g005807	0.0427440206851972	0	0	0	0.545454545454545	hypothetical protein			NA	NA	NA	NA	NA
g005983	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g006148	0.000969618616677441	1	0	0.833333333333333	0	ISL3 family transposase IS1476			NA	NA	NA	NA	NA
g006276	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g006301	0.0497737556561086	1	0	0.833333333333333	0.272727272727273	hypothetical protein			NA	NA	NA	NA	NA
g006352	0.0090497737556561	0	1	0	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g006473	0.00630252100840335	1	0	0.666666666666667	0	Cobalt transport protein CbiM		K02007	cbiM; cobalt/nickel transport system permease protein	NA	NA	path:map02010	ABC transporters
g006500	0.0090497737556561	0	1	0	0.727272727272727	Biotin carboxyl carrier protein of acetyl-CoA carboxylase		K02160	accB, bccP; acetyl-CoA carboxylase biotin carboxyl carrier protein	md:M00082	Fatty acid biosynthesis, initiation	path:map00061	Fatty acid biosynthesis
g006655	0.0294117647058823	0	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g006661	0.0090497737556561	0	1	0	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g006698	0.0427440206851972	0	1	0	0.545454545454545	hypothetical protein			NA	NA	NA	NA	NA
g006706	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g006712	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g006770	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g006774	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g006776	0.00630252100840335	0	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g006839	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g006842	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g006845	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g006849	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g006860	0.000969618616677441	1	0	0.833333333333333	0	hypothetical protein			NA	NA	NA	NA	NA
g006861	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g006863	0.000969618616677441	1	0	0.833333333333333	0	Ribosomal large subunit pseudouridine synthase B	5.4.99.22	K06178	rluB; 23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	NA	NA	NA	NA
g006878	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g006990	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g007022	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g007067	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g007084	0.0090497737556561	0	1	0	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g007085	0.0345022624434389	0	0	0	0.636363636363636	2-oxo-hept-4-ene-1,7-dioate hydratase	4.2.1.163		NA	NA	NA	NA	NA
g007086	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g007121	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g007130	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g007188	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g007221	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g007265	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g007267	0.0294117647058823	1	0	0.5	0	Chromosome partition protein Smc			NA	NA	NA	NA	NA
g007391	0.0345022624434389	0	1	0	0.636363636363636	hypothetical protein			NA	NA	NA	NA	NA
g007471	0.000565610859728507	0	1	0	0.909090909090909	Dipeptidase A	3.4.-.-		NA	NA	NA	NA	NA
g007479	0.000969618616677441	0	1	0.166666666666667	1	hypothetical protein			NA	NA	NA	NA	NA
g007640	0.0090497737556561	1	1	0	0.727272727272727	HTH-type transcriptional regulator DegA			NA	NA	NA	NA	NA
g007657	0.0090497737556561	0	1	0	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g007658	0.00226244343891403	0	1	0	0.818181818181818	hypothetical protein			NA	NA	NA	NA	NA
g007689	0.0294117647058823	1	1	0.5	1	hypothetical protein			NA	NA	NA	NA	NA
g007735	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g007742	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g007743	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g007746	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g007766	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g007767	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g007768	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g007769	0.000969618616677441	1	0	0.833333333333333	0	hypothetical protein			NA	NA	NA	NA	NA
g007770	0.000969618616677441	1	0	0.833333333333333	0	hypothetical protein			NA	NA	NA	NA	NA
g007771	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g007772	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g007797	0.00630252100840335	0	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g007805	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g007824	0.00630252100840335	0	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g007825	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g007826	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g007834	0.0345022624434389	0	1	0	0.636363636363636	hypothetical protein			NA	NA	NA	NA	NA
g007835	0.0427440206851972	0	0	0	0.545454545454545	hypothetical protein			NA	NA	NA	NA	NA
g007841	0.000565610859728507	0	1	0	0.909090909090909	IS30 family transposase IS1070			NA	NA	NA	NA	NA
g007885	0.0090497737556561	0	1	0	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g007936	0.0294117647058823	1	0	0.5	0	Arsenate reductase	1.20.4.4	K03741	arsC2, arsC; arsenate reductase (thioredoxin) [EC:1.20.4.4]	NA	NA	NA	NA
g007970	0.00226244343891403	0	1	0	0.818181818181818	Phosphoenolpyruvate-protein phosphotransferase	2.7.3.9	K08483	PTS-EI.PTSI, ptsI; phosphotransferase system, enzyme I, PtsI [EC:2.7.3.9]	NA	NA	path:map02060	Phosphotransferase system (PTS)
g007994	0.00630252100840335	1	0	0.666666666666667	0	Inner membrane protein YbaN		K09790	K09790; uncharacterized protein	NA	NA	NA	NA
g008007	0.0090497737556561	0	1	0	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g008008	0.0090497737556561	0	1	0	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g008086	0.0276341305753071	0	1	0.333333333333333	0.909090909090909	hypothetical protein			NA	NA	NA	NA	NA
g008134	0.00630252100840335	0	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g008135	0.00630252100840335	0	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g008164	0.0497737556561086	0	1	0.166666666666667	0.727272727272727	3-hydroxy-3-methylglutaryl-coenzyme A reductase	1.1.1.88		NA	NA	NA	NA	NA
g008274	0.000969618616677441	1	1	0.833333333333333	0	hypothetical protein			NA	NA	NA	NA	NA
g008341	0.000565610859728507	0	1	0	0.909090909090909	IS66 family transposase ISAeh1			NA	NA	NA	NA	NA
g008347	0.000565610859728507	0	1	0	0.909090909090909	hypothetical protein			NA	NA	NA	NA	NA
g008349	0.0427440206851972	0	1	0	0.545454545454545	Restriction enzyme BgcI subunit beta	3.1.21.-		NA	NA	NA	NA	NA
g008353	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g008496	0.00541370394311571	0	1	0.166666666666667	0.909090909090909	hypothetical protein			NA	NA	NA	NA	NA
g008509	0.0497737556561086	1	1	0.166666666666667	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g008521	0.00630252100840335	0	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g008556	0.0294117647058823	0	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g008557	0.0294117647058823	0	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g008575	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g008657	0.0090497737556561	0	1	0	0.727272727272727	Modification methylase PvuII	2.1.1.113		NA	NA	NA	NA	NA
g008658	0.0090497737556561	0	1	0	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g008671	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g008703	0.0294117647058823	0	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g008706	0.0345022624434389	0	1	0.166666666666667	0.818181818181818	hypothetical protein			NA	NA	NA	NA	NA
g008707	0.0294117647058823	0	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g008772	0.0345022624434389	0	0	0	0.636363636363636	hypothetical protein			NA	NA	NA	NA	NA
g008845	0.0345022624434389	0	1	0	0.636363636363636	hypothetical protein			NA	NA	NA	NA	NA
g008846	0.0345022624434389	0	1	0	0.636363636363636	hypothetical protein			NA	NA	NA	NA	NA
g008863	0.0090497737556561	0	1	0	0.727272727272727	Glucose-1-phosphate thymidylyltransferase	2.7.7.24	K00973	E2.7.7.24, rfbA, rffH; glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]	md:M00793	dTDP-L-rhamnose biosynthesis	path:map00521	Streptomycin biosynthesis
g008894	0.00630252100840335	1	0	0.666666666666667	0	Inulosucrase	2.4.1.9		NA	NA	NA	NA	NA
g009009	0.0497737556561086	1	0	0.833333333333333	0.272727272727273	Guanine/hypoxanthine permease PbuG		K06901	pbuG; putative MFS transporter, AGZA family, xanthine/uracil permease	NA	NA	NA	NA
g009088	0.0090497737556561	1	1	0	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g009089	0.0090497737556561	1	1	0	0.727272727272727	Phenylalanine--tRNA ligase beta subunit	6.1.1.20	K01890	FARSB, pheT; phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]	NA	NA	path:map00970	Aminoacyl-tRNA biosynthesis
g009126	0.0345022624434389	0	1	0	0.636363636363636	hypothetical protein			NA	NA	NA	NA	NA
g009127	0.0345022624434389	0	1	0	0.636363636363636	hypothetical protein			NA	NA	NA	NA	NA
g009128	0.0345022624434389	0	1	0	0.636363636363636	hypothetical protein			NA	NA	NA	NA	NA
g009129	0.00226244343891403	0	1	0	0.818181818181818	hypothetical protein			NA	NA	NA	NA	NA
g009178	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g009260	0.0345022624434389	1	0	0.833333333333333	0.181818181818182	Cold shock protein 2		K03704	cspA; cold shock protein	NA	NA	NA	NA
g009299	0.00630252100840335	0	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g009319	0.0345022624434389	0	1	0	0.636363636363636	dTDP-glucose 4,6-dehydratase	4.2.1.46	K01710	E4.2.1.46, rfbB, rffG; dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]	md:M00793	dTDP-L-rhamnose biosynthesis	path:map00521	Streptomycin biosynthesis
g009326	0.0090497737556561	0	1	0	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g009344	0.0497737556561086	1	1	0.166666666666667	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g009353	0.0276341305753071	1	0	0.666666666666667	0.0909090909090909	Phosphoenolpyruvate synthase	2.7.9.2	K01007	pps, ppsA; pyruvate, water dikinase [EC:2.7.9.2]	md:M00173	Reductive citrate cycle (Arnon-Buchanan cycle)	path:map00620	Pyruvate metabolism
g009362	0.0294117647058823	0	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g009408	0.00630252100840335	0	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g009432	0.0090497737556561	0	1	0	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g009449	0.0427440206851972	0	1	0	0.545454545454545	hypothetical protein			NA	NA	NA	NA	NA
g009541	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g009560	0.0497737556561086	1	1	0.166666666666667	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g009569	0.000969618616677441	0	1	0.166666666666667	1	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP		K07658	phoB1, phoP; two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP	NA	NA	path:map02020	Two-component system
g009585	0.0345022624434389	0	1	0	0.636363636363636	Chromosome partition protein Smc			NA	NA	NA	NA	NA
g009719	0.000565610859728507	0	1	0	0.909090909090909	hypothetical protein			NA	NA	NA	NA	NA
g009720	0.00226244343891403	0	1	0	0.818181818181818	hypothetical protein			NA	NA	NA	NA	NA
g009766	0.0345022624434389	0	1	0	0.636363636363636	hypothetical protein			NA	NA	NA	NA	NA
g009767	0.0345022624434389	0	1	0	0.636363636363636	hypothetical protein			NA	NA	NA	NA	NA
g009780	0.0294117647058823	0	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g009831	0.0294117647058823	1	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g009875	0.0497737556561086	1	0	0.833333333333333	0.272727272727273	hypothetical protein			NA	NA	NA	NA	NA
g009938	0.00630252100840335	1	0	0.666666666666667	0	Peptide methionine sulfoxide reductase MsrB	1.8.4.12		NA	NA	NA	NA	NA
g009953	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g009966	0.0090497737556561	0	1	0	0.727272727272727	hypothetical protein			NA	NA	NA	NA	NA
g010025	0.0294117647058823	0	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g010033	0.0427440206851972	0	1	0	0.545454545454545	Cyclic pyranopterin monophosphate synthase	4.6.1.17	K03637	moaC, CNX3; cyclic pyranopterin monophosphate synthase [EC:4.6.1.17]	md:M00880	Molybdenum cofactor biosynthesis, GTP => molybdenum cofactor	path:map00790	Folate biosynthesis
g010035	0.0294117647058823	1	1	0.5	1	Triosephosphate isomerase	5.3.1.1		NA	NA	NA	NA	NA
g010063	0.0054137039431157	1	0	0.833333333333333	0.0909090909090909	Glucose-1-phosphate thymidylyltransferase	2.7.7.24	K00973	E2.7.7.24, rfbA, rffH; glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]	md:M00793	dTDP-L-rhamnose biosynthesis	path:map00521	Streptomycin biosynthesis
g010072	0.0090497737556561	0	1	0	0.727272727272727	tetracycline resistance ribosomal protection protein Tet(W)			NA	NA	NA	NA	NA
g010092	0.0345022624434389	1	1	0	0.636363636363636	hypothetical protein			NA	NA	NA	NA	NA
g010158	0.00630252100840335	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g010163	0.0294117647058823	0	0	0.5	0	hypothetical protein			NA	NA	NA	NA	NA
g010187	0.0427440206851972	0	1	0	0.545454545454545	hypothetical protein		K03630	radC; DNA repair protein RadC	NA	NA	NA	NA
g010188	0.0427440206851972	0	1	0	0.545454545454545	hypothetical protein			NA	NA	NA	NA	NA
g010189	0.0427440206851972	0	1	0	0.545454545454545	hypothetical protein			NA	NA	NA	NA	NA
