geneID	p	DONOR1	DONOR2	FMT1	FMT2	Product	EC_number	koID	ko_anno	module_ID	module_anno	pathway_ID	pathway_anno
g005629	0.00323426573426573	0	0	0.777777777777778	0	hypothetical protein			NA	NA	NA	NA	NA
g005630	0.0336538461538462	0	0	0.555555555555556	0	Ribosomal RNA small subunit methyltransferase C	2.1.1.172	K00564	rsmC; 16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]	NA	NA	NA	NA
g005706	0.00323426573426573	1	0	0.777777777777778	0	ATP-dependent DNA helicase PcrA	3.6.4.12	K03657	uvrD, pcrA; DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]	NA	NA	path:map03420	Nucleotide excision repair
g005709	0.0013986013986014	1	0	0.888888888888889	0	DNA ligase	6.5.1.2	K01972	E6.5.1.2, ligA, ligB; DNA ligase (NAD+) [EC:6.5.1.2]	NA	NA	path:map03030	DNA replication
g005712	0.0013986013986014	1	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g005713	0.00323426573426573	1	0	0.777777777777778	0	hypothetical protein			NA	NA	NA	NA	NA
g005723	0.0113636363636364	0	0	0.666666666666667	0	Putative multidrug resistance protein MdtD			NA	NA	NA	NA	NA
g005727	0.0013986013986014	1	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g005734	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g005738	0.00323426573426573	1	0	0.777777777777778	0	IS30 family transposase ISApl1			NA	NA	NA	NA	NA
g005740	0.0336538461538462	0	0	0.555555555555556	0	hypothetical protein			NA	NA	NA	NA	NA
g005741	0.0013986013986014	1	0	0.888888888888889	0	putative HTH-type transcriptional regulator YybR			NA	NA	NA	NA	NA
g005742	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g005743	8.74125874125873e-05	1	0	1	0	Zinc-type alcohol dehydrogenase-like protein			NA	NA	NA	NA	NA
g005744	8.74125874125873e-05	1	0	1	0	Methylated-DNA--protein-cysteine methyltransferase	2.1.1.63		NA	NA	NA	NA	NA
g005745	0.0013986013986014	0	0	0.888888888888889	0	Methylated-DNA--protein-cysteine methyltransferase	2.1.1.63		NA	NA	NA	NA	NA
g005746	0.0013986013986014	0	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g005747	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g005748	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g005749	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g005750	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g005751	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g005752	8.74125874125873e-05	1	0	1	0	L-lactate dehydrogenase	1.1.-.-		NA	NA	NA	NA	NA
g005753	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g005754	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g005755	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g005756	8.74125874125873e-05	1	0	1	0	Serine hydroxymethyltransferase	2.1.2.1	K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	md:M00140	C1-unit interconversion, prokaryotes	path:map00260	Glycine, serine and threonine metabolism
g005757	8.74125874125873e-05	1	0	1	0	Serine hydroxymethyltransferase	2.1.2.1	K00600	glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]	md:M00140	C1-unit interconversion, prokaryotes	path:map00260	Glycine, serine and threonine metabolism
g005758	8.74125874125873e-05	1	0	1	0	Aspartate-proton symporter			NA	NA	NA	NA	NA
g005762	0.0013986013986014	1	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g005763	0.0013986013986014	1	0	0.888888888888889	0	Oligo-1,6-glucosidase	3.2.1.10		NA	NA	NA	NA	NA
g005764	8.74125874125873e-05	1	0	1	0	Glucan 1,6-alpha-glucosidase	3.2.1.70	K01215	dexB; glucan 1,6-alpha-glucosidase [EC:3.2.1.70]	NA	NA	NA	NA
g005765	0.0013986013986014	1	0	0.888888888888889	0	Oligo-1,6-glucosidase	3.2.1.10		NA	NA	NA	NA	NA
g005769	8.74125874125873e-05	1	0	1	0	ATP-dependent RNA helicase CshA	3.6.4.13	K05592	deaD, cshA; ATP-dependent RNA helicase DeaD [EC:3.6.4.13]	NA	NA	path:map03018	RNA degradation
g005770	8.74125874125873e-05	1	0	1	0	ATP-dependent RNA helicase CshA	3.6.4.13	K05592	deaD, cshA; ATP-dependent RNA helicase DeaD [EC:3.6.4.13]	NA	NA	path:map03018	RNA degradation
g005771	8.74125874125873e-05	1	0	1	0	Holo-[acyl-carrier-protein] synthase	2.7.8.7	K00997	acpS; holo-[acyl-carrier protein] synthase [EC:2.7.8.7]	NA	NA	path:map00770	Pantothenate and CoA biosynthesis
g005775	0.0113636363636364	0	0	0.666666666666667	0	Transcription-repair-coupling factor	3.6.4.-	K03723	mfd; transcription-repair coupling factor (superfamily II helicase) [EC:3.6.4.-]	NA	NA	path:map03420	Nucleotide excision repair
g005777	8.74125874125873e-05	1	0	1	0	Transcription-repair-coupling factor	3.6.4.-	K03723	mfd; transcription-repair coupling factor (superfamily II helicase) [EC:3.6.4.-]	NA	NA	path:map03420	Nucleotide excision repair
g005778	8.74125874125873e-05	1	0	1	0	Transcription-repair-coupling factor	3.6.4.-		NA	NA	NA	NA	NA
g005779	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g005780	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g005781	8.74125874125873e-05	1	0	1	0	tRNA(Ile)-lysidine synthase	6.3.4.19		NA	NA	NA	NA	NA
g005783	0.0013986013986014	0	0	0.888888888888889	0	ATP-dependent zinc metalloprotease FtsH	3.4.24.-	K03798	ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]	NA	NA	NA	NA
g005784	8.74125874125873e-05	1	0	1	0	ATP-dependent zinc metalloprotease FtsH	3.4.24.-	K03798	ftsH, hflB; cell division protease FtsH [EC:3.4.24.-]	NA	NA	NA	NA
g005785	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g005786	8.74125874125873e-05	1	0	1	0	tRNA-dihydrouridine synthase B	1.3.1.-	K05540	dusB; tRNA-dihydrouridine synthase B [EC:1.-.-.-]	NA	NA	NA	NA
g005787	8.74125874125873e-05	1	0	1	0	tRNA-dihydrouridine synthase B	1.3.1.-	K05540	dusB; tRNA-dihydrouridine synthase B [EC:1.-.-.-]	NA	NA	NA	NA
g005788	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g005789	8.74125874125873e-05	1	0	1	0	ATP-dependent Clp protease ATP-binding subunit ClpC1		K03696	clpC; ATP-dependent Clp protease ATP-binding subunit ClpC	NA	NA	NA	NA
g005790	8.74125874125873e-05	1	0	1	0	ATP-dependent Clp protease ATP-binding subunit ClpC		K03696	clpC; ATP-dependent Clp protease ATP-binding subunit ClpC	NA	NA	NA	NA
g005791	8.74125874125873e-05	1	0	1	0	ATP-dependent Clp protease ATP-binding subunit ClpC		K03696	clpC; ATP-dependent Clp protease ATP-binding subunit ClpC	NA	NA	NA	NA
g005793	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g005794	0.0336538461538462	0	0	0.555555555555556	0	DNA-directed RNA polymerase subunit beta'	2.7.7.6	K03046	rpoC; DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]	NA	NA	path:map03020	RNA polymerase
g005798	8.74125874125873e-05	1	0	1	0	30S ribosomal protein S19		K02965	RP-S19, rpsS; small subunit ribosomal protein S19	NA	NA	path:map03010	Ribosome
g005799	8.74125874125873e-05	1	0	1	0	50S ribosomal protein L14		K02874	RP-L14, MRPL14, rplN; large subunit ribosomal protein L14	NA	NA	path:map03010	Ribosome
g005912	0.0013986013986014	1	0	0.888888888888889	0	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	2.4.1.227		NA	NA	NA	NA	NA
g006388	0.00323426573426573	1	1	0.222222222222222	1	hypothetical protein			NA	NA	NA	NA	NA
g006691	0.0336538461538462	1	0	0.555555555555556	0	hypothetical protein			NA	NA	NA	NA	NA
g006895	0.0336538461538462	1	1	0.444444444444444	1	Carbamoyl-phosphate synthase large chain	6.3.5.5	K01955	carB, CPA2; carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]	md:M00051	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	path:map00240	Pyrimidine metabolism
g007005	0.0192307692307692	1	1	1	0.428571428571429	hypothetical protein			NA	NA	NA	NA	NA
g007020	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g007023	8.74125874125873e-05	1	0	1	0	putative protein YhaN			NA	NA	NA	NA	NA
g007030	0.00323426573426573	0	0	0.777777777777778	0	hypothetical protein			NA	NA	NA	NA	NA
g007036	0.0013986013986014	1	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g007053	0.0336538461538462	1	1	0.444444444444444	1	hypothetical protein			NA	NA	NA	NA	NA
g007054	0.0336538461538462	1	1	0.444444444444444	1	hypothetical protein			NA	NA	NA	NA	NA
g007082	0.000874125874125875	0	1	0	0.857142857142857	putative ABC transporter ATP-binding protein		K06147	ABCB-BAC; ATP-binding cassette, subfamily B, bacterial	NA	NA	NA	NA
g007087	0.0192307692307692	0	0	0	0.571428571428571	ABC transporter glutamine-binding protein GlnH		K10039	peb1A, glnH; aspartate/glutamate/glutamine transport system substrate-binding protein	NA	NA	path:map02010	ABC transporters
g007090	0.000874125874125875	0	1	0	0.857142857142857	hypothetical protein			NA	NA	NA	NA	NA
g007144	0.0113636363636364	1	0	0.666666666666667	0	Redox-sensing transcriptional repressor Rex		K01926	rex; redox-sensing transcriptional repressor	NA	NA	NA	NA
g007165	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g007189	8.74125874125873e-05	0	1	0	1	hypothetical protein			NA	NA	NA	NA	NA
g007190	8.74125874125873e-05	0	0	0	1	hypothetical protein			NA	NA	NA	NA	NA
g007191	0.00323426573426573	0	1	0.222222222222222	1	hypothetical protein			NA	NA	NA	NA	NA
g007192	8.74125874125873e-05	0	1	0	1	hypothetical protein			NA	NA	NA	NA	NA
g007207	0.00323426573426573	1	0	0.777777777777778	0	Cystathionine beta-lyase	4.4.1.13	K01760	metC; cysteine-S-conjugate beta-lyase [EC:4.4.1.13]	md:M00017	Methionine biosynthesis, apartate => homoserine => methionine	path:map00270	Cysteine and methionine metabolism
g007242	0.0336538461538462	1	0	0.555555555555556	0	hypothetical protein			NA	NA	NA	NA	NA
g007245	8.74125874125873e-05	0	1	0	1	hypothetical protein			NA	NA	NA	NA	NA
g007246	8.74125874125873e-05	0	1	0	1	hypothetical protein			NA	NA	NA	NA	NA
g007262	8.74125874125873e-05	0	1	0	1	Putative D-alanyl-D-alanine carboxypeptidase	3.4.16.4		NA	NA	NA	NA	NA
g007305	0.00323426573426573	0	0	0.777777777777778	0	hypothetical protein			NA	NA	NA	NA	NA
g007306	0.0013986013986014	0	0	0.888888888888889	0	Putative glycosyltransferase EpsF	2.4.-.-	K19424	epsF; glycosyltransferase EpsF [EC:2.4.-.-]	NA	NA	NA	NA
g007309	0.00323426573426573	1	0	0.777777777777778	0	hypothetical protein			NA	NA	NA	NA	NA
g007320	0.00323426573426573	1	0	0.777777777777778	0	hypothetical protein			NA	NA	NA	NA	NA
g007333	8.74125874125873e-05	1	0	1	0	tRNA(Met) cytidine acetate ligase	6.3.4.-		NA	NA	NA	NA	NA
g007358	8.74125874125873e-05	0	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g007385	8.74125874125873e-05	0	1	0	1	UDP-glucose 4-epimerase	5.1.3.2		NA	NA	NA	NA	NA
g007496	0.0113636363636364	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g007539	0.0113636363636364	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g007625	0.0113636363636364	0	1	0.333333333333333	1	hypothetical protein			NA	NA	NA	NA	NA
g007629	0.0113636363636364	1	1	0.333333333333333	1	hypothetical protein			NA	NA	NA	NA	NA
g007713	0.000874125874125875	0	1	0	0.857142857142857	hypothetical protein			NA	NA	NA	NA	NA
g007715	8.74125874125873e-05	0	1	0	1	hypothetical protein			NA	NA	NA	NA	NA
g007780	8.74125874125873e-05	0	1	0	1	N-acetylmuramic acid 6-phosphate etherase	4.2.1.126	K07106	murQ; N-acetylmuramic acid 6-phosphate etherase [EC:4.2.1.126]	NA	NA	path:map00520	Amino sugar and nucleotide sugar metabolism
g007783	0.0113636363636364	0	0	0.666666666666667	0	PTS system EIIBC component		K02809	PTS-Scr-EIIB, scrA, sacP, sacX, ptsS; PTS system, sucrose-specific IIB component [EC:2.7.1.211]	NA	NA	path:map00500	Starch and sucrose metabolism
g007906	8.74125874125873e-05	0	1	0	1	hypothetical protein			NA	NA	NA	NA	NA
g007919	8.74125874125873e-05	0	0	0	1	HTH-type transcriptional regulator MalR		K02529	lacI, galR; LacI family transcriptional regulator	NA	NA	NA	NA
g007926	0.000874125874125875	0	0	0	0.857142857142857	tRNA-specific adenosine deaminase	3.5.4.33	K11991	tadA; tRNA(adenine34) deaminase [EC:3.5.4.33]	NA	NA	NA	NA
g007951	0.0192307692307692	0	0	0	0.571428571428571	Inner membrane transporter YcaM			NA	NA	NA	NA	NA
g007952	8.74125874125873e-05	0	1	0	1	Protein LacX, plasmid			NA	NA	NA	NA	NA
g008050	8.74125874125873e-05	0	1	0	1	hypothetical protein			NA	NA	NA	NA	NA
g008051	0.00480769230769231	0	0	0	0.714285714285714	hypothetical protein			NA	NA	NA	NA	NA
g008058	0.0013986013986014	1	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g008063	0.0013986013986014	0	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g008064	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g008065	0.0013986013986014	0	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g008072	0.0013986013986014	1	0	0.888888888888889	0	putative cell division protein WhiA		K09762	K09762; uncharacterized protein	NA	NA	NA	NA
g008076	0.0113636363636364	0	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g008079	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g008085	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g008086	0.0013986013986014	0	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g008097	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g008098	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g008099	0.00323426573426573	0	0	0.777777777777778	0	hypothetical protein			NA	NA	NA	NA	NA
g008100	0.00323426573426573	0	0	0.777777777777778	0	UvrABC system protein A			NA	NA	NA	NA	NA
g008102	8.74125874125873e-05	1	0	1	0	UvrABC system protein A		K03701	uvrA; excinuclease ABC subunit A	NA	NA	path:map03420	Nucleotide excision repair
g008103	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g008108	8.74125874125873e-05	1	0	1	0	Multidrug resistance protein 3			NA	NA	NA	NA	NA
g008109	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g008110	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g008111	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g008292	8.74125874125873e-05	1	0	1	0	Maltose/maltodextrin-binding protein		K15770	cycB, ganO; arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein	NA	NA	path:map02010	ABC transporters
g008320	0.0013986013986014	0	1	0.111111111111111	1	hypothetical protein			NA	NA	NA	NA	NA
g008321	0.0336538461538462	0	0	0.555555555555556	0	Putative O-antigen transporter		K18799	wzxB, rfbX; O-antigen flippase	NA	NA	NA	NA
g008469	0.00480769230769231	0	0	0	0.714285714285714	O-acetyl-ADP-ribose deacetylase	3.1.1.106		NA	NA	NA	NA	NA
g008476	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g008504	0.0113636363636364	1	0	0.666666666666667	0	Apulose-4-phosphate transketolase subunit B	2.2.1.-	K00615	E2.2.1.1, tktA, tktB; transketolase [EC:2.2.1.1]	md:M00004	Pentose phosphate pathway (Pentose phosphate cycle)	path:map00030	Pentose phosphate pathway
g008529	0.000874125874125875	0	0	0	0.857142857142857	Beta-glucoside kinase	2.7.1.85		NA	NA	NA	NA	NA
g008599	0.0192307692307692	1	0	1	0.428571428571429	DNA polymerase I	2.7.7.7		NA	NA	NA	NA	NA
g008608	8.74125874125873e-05	0	1	0	1	S-layer protein			NA	NA	NA	NA	NA
g008615	0.0405594405594406	1	0	0.777777777777778	0.142857142857143	hypothetical protein			NA	NA	NA	NA	NA
g008790	0.00323426573426573	1	0	0.777777777777778	0	PTS system fructose-specific EIIABC component		K02770	PTS-Fru-EIIC, fruA; PTS system, fructose-specific IIC component	NA	NA	path:map00051	Fructose and mannose metabolism
g008791	0.0013986013986014	1	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g008821	0.0013986013986014	1	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g008847	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g008914	0.000874125874125875	0	0	0	0.857142857142857	hypothetical protein			NA	NA	NA	NA	NA
g008941	0.00323426573426573	1	0	0.777777777777778	0	putative peptidoglycan glycosyltransferase FtsW	2.4.1.129	K03588	ftsW, spoVE; cell division protein FtsW	NA	NA	path:map04112	Cell cycle - Caulobacter
g008950	8.74125874125873e-05	1	0	1	0	hypothetical protein			NA	NA	NA	NA	NA
g008963	0.00323426573426573	0	0	0.777777777777778	0	hypothetical protein			NA	NA	NA	NA	NA
g009002	0.0192307692307692	0	0	0	0.571428571428571	hypothetical protein			NA	NA	NA	NA	NA
g009036	8.74125874125873e-05	0	1	0	1	Ornithine carbamoyltransferase, catabolic	2.1.3.3		NA	NA	NA	NA	NA
g009045	0.00323426573426573	1	0	0.777777777777778	0	Multiple sugar-binding protein		K10117	msmE; raffinose/stachyose/melibiose transport system substrate-binding protein	NA	NA	path:map02010	ABC transporters
g009047	0.00480769230769231	0	0	0	0.714285714285714	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU	2.7.8.-		NA	NA	NA	NA	NA
g009136	0.0113636363636364	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g009172	0.0013986013986014	0	1	0.111111111111111	1	hypothetical protein			NA	NA	NA	NA	NA
g009175	0.0013986013986014	1	0	0.888888888888889	0	Lactose permease			NA	NA	NA	NA	NA
g009224	0.0192307692307692	1	0	1	0.428571428571429	hypothetical protein			NA	NA	NA	NA	NA
g009236	8.74125874125873e-05	0	1	0	1	hypothetical protein			NA	NA	NA	NA	NA
g009242	0.0336538461538462	1	1	0.444444444444444	1	hypothetical protein			NA	NA	NA	NA	NA
g009281	8.74125874125873e-05	0	0	0	1	hypothetical protein			NA	NA	NA	NA	NA
g009432	0.0013986013986014	1	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g009478	0.0113636363636364	0	1	0.333333333333333	1	hypothetical protein			NA	NA	NA	NA	NA
g009480	8.74125874125873e-05	1	0	1	0	Sporulation initiation inhibitor protein Soj	3.6.-.-	K03496	parA, soj; chromosome partitioning protein	NA	NA	NA	NA
g009481	0.0013986013986014	1	0	0.888888888888889	0	ABC transporter glutamine-binding protein GlnH		K10039	peb1A, glnH; aspartate/glutamate/glutamine transport system substrate-binding protein	NA	NA	path:map02010	ABC transporters
g009482	0.0113636363636364	1	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g009485	8.74125874125873e-05	0	1	0	1	hypothetical protein			NA	NA	NA	NA	NA
g009503	0.0192307692307692	0	1	0	0.571428571428571	hypothetical protein			NA	NA	NA	NA	NA
g009511	0.000874125874125875	1	1	1	0.142857142857143	hypothetical protein			NA	NA	NA	NA	NA
g009579	0.00480769230769231	0	0	0	0.714285714285714	hypothetical protein			NA	NA	NA	NA	NA
g009582	0.0013986013986014	1	0	0.888888888888889	0	hypothetical protein			NA	NA	NA	NA	NA
g009660	0.0113636363636364	0	0	0.666666666666667	0	hypothetical protein			NA	NA	NA	NA	NA
g009662	0.0113636363636364	0	0	0.666666666666667	0	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH	3.6.3.-	K18890	mdlB, smdB; ATP-binding cassette, subfamily B, multidrug efflux pump	NA	NA	path:map02010	ABC transporters
g009665	0.0336538461538462	0	0	0.555555555555556	0	hypothetical protein			NA	NA	NA	NA	NA
