""	"geneID"	"p"	"DONOR1"	"DONOR2"	"FMT1"	"FMT2"	"GFF_locus_tag"	"Centroid_gene_ID"	"Product"	"EC_number"	"Protein_id"	"geneID.1"	"koID"
"g000415"	"g000415"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_000159615:ANHLOJAM_01247"	"GCF_000159615:NZ_GG693669.1:88158-88610"	"hypothetical protein"	""	NA	"g000357"	""
"g000463"	"g000463"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_000160715:CBMPKMGF_00131"	"GCF_000160715:NZ_GG693762.1:19342-18818"	"hypothetical protein"	""	NA	"g000499"	""
"g000485"	"g000485"	0.0497737556561086	0	1	0.166666666666667	0.727272727272727	"GCF_000160715:CBMPKMGF_00865"	"GCF_000160715:NZ_GG693758.1:131896-132027"	"hypothetical protein"	""	NA	"g000478"	""
"g000494"	"g000494"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_000160715:CBMPKMGF_01253"	"GCF_000160715:NZ_GG693756.1:37024-36632"	"ISLre2 family transposase ISLre2"	""	NA	"g000461"	""
"g000589"	"g000589"	0.0497737556561086	1	0	0.833333333333333	0.272727272727273	"GCF_000168255:BCKNHIHC_00180"	"GCF_000168255:NZ_AAPZ02000002.1:150415-151140"	"hypothetical protein"	""	NA	"g000820"	""
"g000603"	"g000603"	0.000565610859728507	0	1	0	0.909090909090909	"GCF_000168255:BCKNHIHC_00412"	"GCF_000168255:NZ_AAPZ02000002.1:384096-385040"	"Colistin resistance protein EmrB"	""	NA	"g000834"	""
"g000654"	"g000654"	0.0427440206851972	0	0	0	0.545454545454545	"GCF_000168255:BCKNHIHC_00940"	"GCF_000168255:NZ_AAPZ02000001.1:170891-171178"	"hypothetical protein"	""	NA	"g000610"	""
"g000687"	"g000687"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_000168255:BCKNHIHC_01035"	"GCF_000168255:NZ_AAPZ02000001.1:259548-259333"	"hypothetical protein"	""	NA	"g000647"	""
"g000688"	"g000688"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_000168255:BCKNHIHC_01037"	"GCF_000168255:NZ_AAPZ02000001.1:260822-260157"	"hypothetical protein"	""	NA	"g000648"	""
"g000690"	"g000690"	0.00630252100840335	0	0	0.666666666666667	0	"GCF_000168255:BCKNHIHC_01042"	"GCF_000168255:NZ_AAPZ02000001.1:263758-262823"	"hypothetical protein"	""	NA	"g000650"	""
"g000695"	"g000695"	0.00630252100840335	0	0	0.666666666666667	0	"GCF_000168255:BCKNHIHC_01051"	"GCF_000168255:NZ_AAPZ02000001.1:267290-266997"	"hypothetical protein"	""	NA	"g000655"	""
"g000696"	"g000696"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_000168255:BCKNHIHC_01052"	"GCF_000168255:NZ_AAPZ02000001.1:267340-267528"	"hypothetical protein"	""	NA	"g000656"	""
"g000698"	"g000698"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_000168255:BCKNHIHC_01054"	"GCF_000168255:NZ_AAPZ02000001.1:267853-267647"	"hypothetical protein"	""	NA	"g000659"	""
"g000701"	"g000701"	0.0294117647058823	1	0	0.5	0	"GCF_000168255:BCKNHIHC_01059"	"GCF_000168255:NZ_AAPZ02000001.1:269743-270210"	"hypothetical protein"	""	NA	"g000662"	""
"g000702"	"g000702"	0.0294117647058823	1	0	0.5	0	"GCF_000168255:BCKNHIHC_01060"	"GCF_000168255:NZ_AAPZ02000001.1:270233-270880"	"hypothetical protein"	""	NA	"g000663"	""
"g000703"	"g000703"	0.0294117647058823	1	0	0.5	0	"GCF_000168255:BCKNHIHC_01061"	"GCF_000168255:NZ_AAPZ02000001.1:270915-271922"	"hypothetical protein"	""	NA	"g000664"	""
"g000775"	"g000775"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_000168255:BCKNHIHC_01559"	"GCF_000168255:NZ_AAPZ02000001.1:749880-750128"	"putative mannose-6-phosphate isomerase GmuF"	"5.3.1.8"	NA	"g000741"	"K01809"
"g000779"	"g000779"	0.0294117647058823	0	0	0.5	0	"GCF_000168255:BCKNHIHC_01566"	"GCF_000168255:NZ_AAPZ02000001.1:787292-774867"	"hypothetical protein"	""	NA	"g000746"	""
"g000780"	"g000780"	0.0294117647058823	1	0	0.5	0	"GCF_000168255:BCKNHIHC_01568"	"GCF_000168255:NZ_AAPZ02000001.1:790726-788426"	"hypothetical protein"	""	NA	"g000747"	""
"g000796"	"g000796"	0.0294117647058823	0	0	0.5	0	"GCF_000168255:BCKNHIHC_01690"	"GCF_000168255:NZ_AAPZ02000001.1:925066-924542"	"hypothetical protein"	""	NA	"g000765"	""
"g000800"	"g000800"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_000168255:BCKNHIHC_01782"	"GCF_000168255:NZ_AAPZ02000001.1:1020509-1019313"	"hypothetical protein"	""	NA	"g000517"	""
"g000801"	"g000801"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_000168255:BCKNHIHC_01818"	"GCF_000168255:NZ_AAPZ02000001.1:1058666-1057344"	"Aminopeptidase E"	"3.4.22.-"	NA	"g000519"	""
"g000803"	"g000803"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_000168255:BCKNHIHC_01833"	"GCF_000168255:NZ_AAPZ02000001.1:1073456-1073160"	"Phenolic acid decarboxylase PadC"	"4.1.1.102"	NA	"g000522"	"K13727"
"g000983"	"g000983"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_000179435:NMCJKBKF_01342"	"GCF_000179435:NZ_AEAW01000033.1:17750-18382"	"hypothetical protein"	""	NA	"g000941"	""
"g001090"	"g001090"	0.0427440206851972	0	0	0	0.545454545454545	"GCF_000179455:JKLAPFOI_00629"	"GCF_000179455:NZ_AEAX01000069.1:18657-19112"	"Peroxide-responsive repressor PerR"	""	NA	"g001177"	"K09825"
"g001105"	"g001105"	0.0427440206851972	0	0	0	0.545454545454545	"GCF_000179455:JKLAPFOI_00718"	"GCF_000179455:NZ_AEAX01000060.1:38764-36746"	"Beta-galactosidase LacZ"	"3.2.1.23"	NA	"g001164"	"K12308"
"g001154"	"g001154"	0.0090497737556561	0	1	0	0.727272727272727	"GCF_000179455:JKLAPFOI_01317"	"GCF_000179455:NZ_AEAX01000040.1:40225-39422"	"hypothetical protein"	""	NA	"g001117"	""
"g001199"	"g001199"	0.00541370394311571	0	1	0.166666666666667	0.909090909090909	"GCF_000179455:JKLAPFOI_02059"	"GCF_000179455:NZ_AEAX01000003.1:46499-44760"	"Inulosucrase"	"2.4.1.9"	NA	"g001073"	"K20811"
"g001238"	"g001238"	0.0345022624434389	0	1	0.166666666666667	0.818181818181818	"GCF_000236455:DPJIEDDB_00746"	"GCF_000236455:NZ_LN906634.1:730003-730515"	"hypothetical protein"	""	NA	"g001267"	""
"g001419"	"g001419"	0.0497737556561086	1	1	0.833333333333333	0.272727272727273	"GCF_000410995:OMLGCIFJ_00893"	"GCF_000410995:NC_021494.1:885272-886201"	"UDP-N-acetylglucosamine 4-epimerase"	"5.1.3.7"	NA	"g001474"	""
"g001442"	"g001442"	0.0054137039431157	1	0	0.833333333333333	0.0909090909090909	"GCF_000410995:OMLGCIFJ_00960"	"GCF_000410995:NC_021494.1:960072-961295"	"hypothetical protein"	""	NA	"g001498"	""
"g001472"	"g001472"	0.000565610859728507	0	1	0	0.909090909090909	"GCF_000410995:OMLGCIFJ_01536"	"GCF_000410995:NC_021494.1:1517325-1517149"	"hypothetical protein"	""	NA	"g001396"	""
"g001503"	"g001503"	0.0345022624434389	0	1	0	0.636363636363636	"GCF_000410995:OMLGCIFJ_01975"	"GCF_000410995:NC_021503.1:8323-9279"	"Chromosome partitioning protein ParA"	""	NA	"g001561"	"K03496"
"g001504"	"g001504"	0.0090497737556561	0	1	0	0.727272727272727	"GCF_000410995:OMLGCIFJ_01977"	"GCF_000410995:NC_021503.1:10228-10629"	"hypothetical protein"	""	NA	"g001545"	""
"g001506"	"g001506"	0.0090497737556561	0	1	0	0.727272727272727	"GCF_000410995:OMLGCIFJ_01984"	"GCF_000410995:NC_021503.1:18006-20321"	"Glutathione biosynthesis bifunctional protein GshAB"	""	NA	"g001547"	"K01919"
"g001541"	"g001541"	0.0427440206851972	0	1	0	0.545454545454545	"GCF_000410995:OMLGCIFJ_02067"	"GCF_000410995:NC_021496.1:16549-15107"	"hypothetical protein"	""	NA	"g001513"	""
"g002272"	"g002272"	0.0090497737556561	0	1	0	0.727272727272727	"GCF_000712565:PADGNHOI_00720"	"GCF_000712565:NZ_JOSW02000004.1:282016-281378"	"LexA repressor"	"3.4.21.88"	NA	"g002253"	""
"g002273"	"g002273"	0.0090497737556561	0	1	0	0.727272727272727	"GCF_000712565:PADGNHOI_00721"	"GCF_000712565:NZ_JOSW02000004.1:282168-282371"	"hypothetical protein"	""	NA	"g002254"	""
"g002444"	"g002444"	0.0054137039431157	1	0	0.833333333333333	0.0909090909090909	"GCF_000712565:PADGNHOI_01238"	"GCF_000712565:NZ_JOSW02000011.1:31995-32432"	"hypothetical protein"	""	NA	"g002442"	""
"g002452"	"g002452"	0.0294117647058823	1	0	0.5	0	"GCF_000712565:PADGNHOI_01261"	"GCF_000712565:NZ_JOSW02000012.1:19135-18530"	"hypothetical protein"	""	NA	"g002449"	""
"g002708"	"g002708"	0.0294117647058823	1	0	0.5	0	"GCF_000722535:OHGGHHNM_00965"	"GCF_000722535:NZ_JOKX02000004.1:364473-364087"	"hypothetical protein"	""	NA	"g002696"	""
"g002736"	"g002736"	0.0090497737556561	0	1	0	0.727272727272727	"GCF_000722535:OHGGHHNM_01113"	"GCF_000722535:NZ_JOKX02000004.1:498070-498303"	"hypothetical protein"	""	NA	"g002727"	""
"g003110"	"g003110"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_000758185:HOKNBMFK_01040"	"GCF_000758185:NZ_JOOG01000019.1:13171-13938"	"IS30 family transposase IS6770"	""	NA	"g003109"	""
"g003114"	"g003114"	0.0497737556561086	1	1	0.166666666666667	0.727272727272727	"GCF_000758185:HOKNBMFK_01052"	"GCF_000758185:NZ_JOOG01000019.1:30740-29808"	"Homocysteine S-methyltransferase"	"2.1.1.10"	NA	"g003113"	"K00547"
"g003168"	"g003168"	0.0294117647058823	1	0	0.5	0	"GCF_000758185:HOKNBMFK_01262"	"GCF_000758185:NZ_JOOG01000026.1:50834-51541"	"Transcriptional regulator DauR"	""	NA	"g003171"	"K21829"
"g003293"	"g003293"	0.0345022624434389	0	1	0	0.636363636363636	"GCF_001434615:LKMEKNFI_00368"	"GCF_001434615:NZ_AZDD01000014.1:9694-10089"	"hypothetical protein"	""	NA	"g003302"	""
"g003314"	"g003314"	0.0294117647058823	1	1	0.5	1	"GCF_001434615:LKMEKNFI_01204"	"GCF_001434615:NZ_AZDD01000036.1:85-468"	"Amino-acid permease RocE"	""	NA	"g003317"	"K02205"
"g003412"	"g003412"	0.0276341305753071	1	0	0.666666666666667	0.0909090909090909	"GCF_001618905:ICKEHPLF_00954"	"GCF_001618905:NZ_CP014786.1:928149-927172"	"IS30 family transposase IS6770"	""	NA	"g003526"	""
"g003423"	"g003423"	0.000565610859728507	0	1	0	0.909090909090909	"GCF_001618905:ICKEHPLF_01198"	"GCF_001618905:NZ_CP014786.1:1182831-1181953"	"IS3 family transposase ISBce13"	""	NA	"g003348"	""
"g003428"	"g003428"	0.0294117647058823	1	0	0.5	0	"GCF_001618905:ICKEHPLF_01275"	"GCF_001618905:NZ_CP014786.1:1269099-1270658"	"UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit"	"2.4.1.-"	NA	"g003353"	""
"g003434"	"g003434"	0.00630252100840335	0	0	0.666666666666667	0	"GCF_001618905:ICKEHPLF_01351"	"GCF_001618905:NZ_CP014786.1:1341649-1341515"	"hypothetical protein"	""	NA	"g003360"	""
"g003439"	"g003439"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_001618905:ICKEHPLF_01384"	"GCF_001618905:NZ_CP014786.1:1374874-1375524"	"D-alanyl-D-alanine carboxypeptidase DacA"	"3.4.16.4"	NA	"g003365"	"K07258"
"g003440"	"g003440"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_001618905:ICKEHPLF_01385"	"GCF_001618905:NZ_CP014786.1:1375592-1376377"	"hypothetical protein"	""	NA	"g003366"	""
"g003441"	"g003441"	0.0276341305753071	1	1	0.333333333333333	0.909090909090909	"GCF_001618905:ICKEHPLF_01399"	"GCF_001618905:NZ_CP014786.1:1393279-1394034"	"hypothetical protein"	""	NA	"g003367"	""
"g003453"	"g003453"	0.0294117647058823	1	1	0.5	1	"GCF_001618905:ICKEHPLF_01789"	"GCF_001618905:NZ_CP014786.1:1768990-1767761"	"ISL3 family transposase IS1476"	""	NA	"g003384"	""
"g003502"	"g003502"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_001618905:ICKEHPLF_02121"	"GCF_001618905:NZ_CP014786.1:2092348-2091218"	"IS30 family transposase ISHahy10"	""	NA	"g003437"	""
"g003539"	"g003539"	0.0345022624434389	0	0	0	0.636363636363636	"GCF_001657495:DKJJPJAG_00173"	"GCF_001657495:NZ_LYWI01000006.1:5281-5051"	"hypothetical protein"	""	NA	"g003538"	""
"g003706"	"g003706"	0.000565610859728507	0	1	0	0.909090909090909	"GCF_001688685:EGLGNMEO_01909"	"GCF_001688685:NZ_CP015408.2:1958783-1971397"	"hypothetical protein"	""	NA	"g003657"	""
"g003725"	"g003725"	0.0294117647058823	0	0	0.5	0	"GCF_001703855:KKNCENGG_00319"	"GCF_001703855:NZ_MBLQ01000019.1:1230-226"	"hypothetical protein"	""	NA	"g003724"	""
"g003796"	"g003796"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_001703855:KKNCENGG_01841"	"GCF_001703855:NZ_MBLQ01000118.1:530-96"	"IS30 family transposase IS6770"	""	NA	"g003795"	""
"g003916"	"g003916"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_001703865:IEKGJCMC_01780"	"GCF_001703865:NZ_MBLR01000157.1:7247-6957"	"hypothetical protein"	""	NA	"g003921"	""
"g003932"	"g003932"	0.0294117647058823	1	0	0.5	0	"GCF_001703865:IEKGJCMC_02058"	"GCF_001703865:NZ_MBLR01000167.1:35663-36844"	"putative N-acetyl-LL-diaminopimelate aminotransferase"	"2.6.1.-"	NA	"g003931"	"K00841"
"g003946"	"g003946"	0.0427440206851972	1	1	1	0.454545454545455	"GCF_001703875:MDCCIBKF_00001"	"GCF_001703875:NZ_MBLT01000001.1:5-1051"	"IS200/IS605 family transposase ISLjo5"	""	NA	"g003945"	""
"g003975"	"g003975"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_001703875:MDCCIBKF_00227"	"GCF_001703875:NZ_MBLT01000035.1:278-505"	"hypothetical protein"	""	NA	"g003974"	""
"g004291"	"g004291"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_001703875:MDCCIBKF_02220"	"GCF_001703875:NZ_MBLT01000502.1:150256-150531"	"hypothetical protein"	""	NA	"g004288"	""
"g004341"	"g004341"	0.0294117647058823	1	0	0.5	0	"GCF_001703885:AJFOAACI_00212"	"GCF_001703885:NZ_MBLS01000018.1:2793-3056"	"hypothetical protein"	""	NA	"g004340"	""
"g004446"	"g004446"	0.0294117647058823	1	0	0.5	0	"GCF_001703885:AJFOAACI_01984"	"GCF_001703885:NZ_MBLS01000155.1:3722-3288"	"hypothetical protein"	""	NA	"g004445"	""
"g004448"	"g004448"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_001703885:AJFOAACI_01995"	"GCF_001703885:NZ_MBLS01000156.1:6241-6393"	"hypothetical protein"	""	NA	"g004447"	""
"g004478"	"g004478"	0.0276341305753071	0	0	0.666666666666667	0.0909090909090909	"GCF_001703935:IJFHEGDK_00055"	"GCF_001703935:NZ_MBLU01000006.1:8867-7887"	"hypothetical protein"	""	NA	"g004477"	""
"g004585"	"g004585"	0.0294117647058823	1	0	0.5	0	"GCF_001703935:IJFHEGDK_01237"	"GCF_001703935:NZ_MBLU01000132.1:592-1257"	"hypothetical protein"	""	NA	"g004584"	""
"g004586"	"g004586"	0.0294117647058823	1	0	0.5	0	"GCF_001703935:IJFHEGDK_01291"	"GCF_001703935:NZ_MBLU01000136.1:1680-2312"	"hypothetical protein"	""	NA	"g004585"	""
"g004616"	"g004616"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_001703935:IJFHEGDK_01663"	"GCF_001703935:NZ_MBLU01000148.1:13774-14289"	"hypothetical protein"	""	NA	"g004615"	""
"g004622"	"g004622"	0.0345022624434389	0	1	0.166666666666667	0.818181818181818	"GCF_001703935:IJFHEGDK_01752"	"GCF_001703935:NZ_MBLU01000154.1:8979-9257"	"hypothetical protein"	""	NA	"g004621"	""
"g004685"	"g004685"	0.0054137039431157	1	0	0.833333333333333	0.0909090909090909	"GCF_001705505:ONLKCDEN_00202"	"GCF_001705505:NZ_MCNS01000001.1:205563-205324"	"hypothetical protein"	""	NA	"g004684"	""
"g004687"	"g004687"	0.0294117647058823	1	0	0.5	0	"GCF_001705505:ONLKCDEN_00208"	"GCF_001705505:NZ_MCNS01000001.1:213895-213512"	"hypothetical protein"	""	NA	"g004686"	""
"g004803"	"g004803"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_001705505:ONLKCDEN_01693"	"GCF_001705505:NZ_MCNS01000015.1:64262-63525"	"ABC-type transporter ATP-binding protein EcsA"	""	NA	"g004802"	"K01990"
"g004877"	"g004877"	0.00630252100840335	0	0	0.666666666666667	0	"GCF_001705505:ONLKCDEN_02067"	"GCF_001705505:NZ_MCNS01000035.1:166-240"	"tRNA-Thr(agt)"	""	NA	"g004876"	NA
"g005593"	"g005593"	0.0427440206851972	0	0	0	0.545454545454545	"GCF_001756765:MILEKKKH_02143"	"GCF_001756765:NZ_MAGB01000175.1:1608-1015"	"Tyrosine recombinase XerS"	""	NA	"g005591"	""
"g005673"	"g005673"	0.00541370394311571	0	1	0.166666666666667	0.909090909090909	"GCF_001889975:FHNEEAEN_00138"	"GCF_001889975:NZ_MKQH01000008.1:6848-5367"	"hypothetical protein"	""	NA	"g005673"	""
"g005694"	"g005694"	0.0090497737556561	0	1	0	0.727272727272727	"GCF_001889975:FHNEEAEN_00173"	"GCF_001889975:NZ_MKQH01000010.1:6627-7235"	"hypothetical protein"	""	NA	"g005695"	""
"g005696"	"g005696"	0.0090497737556561	0	1	0	0.727272727272727	"GCF_001889975:FHNEEAEN_00179"	"GCF_001889975:NZ_MKQH01000010.1:10802-11050"	"hypothetical protein"	""	NA	"g005690"	""
"g005726"	"g005726"	0.00630252100840335	0	1	0.333333333333333	1	"GCF_001889975:FHNEEAEN_00488"	"GCF_001889975:NZ_MKQH01000012.1:280650-281105"	"Homocysteine S-methyltransferase"	"2.1.1.10"	NA	"g005725"	"K00547"
"g005807"	"g005807"	0.0427440206851972	0	0	0	0.545454545454545	"GCF_001889975:FHNEEAEN_01707"	"GCF_001889975:NZ_MKQH01000014.1:983069-983749"	"hypothetical protein"	""	NA	"g005842"	""
"g005983"	"g005983"	0.0294117647058823	1	0	0.5	0	"GCF_002007085:FAPLFIJA_01113"	"GCF_002007085:NZ_MUZP01000003.1:8355-6463"	"hypothetical protein"	""	NA	"g005919"	""
"g006148"	"g006148"	0.000969618616677441	1	0	0.833333333333333	0	"GCF_002027295:BBFIOLOD_01299"	"GCF_002027295:NZ_MWVS01000072.1:34822-34310"	"ISL3 family transposase IS1476"	""	NA	"g006147"	""
"g006276"	"g006276"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002027295:BBFIOLOD_02155"	"GCF_002027295:NZ_MWVS01000133.1:2556-1915"	"hypothetical protein"	""	NA	"g006276"	""
"g006301"	"g006301"	0.0497737556561086	1	0	0.833333333333333	0.272727272727273	"GCF_002027295:BBFIOLOD_02268"	"GCF_002027295:NZ_MWVS01000173.1:192-878"	"hypothetical protein"	""	NA	"g006300"	""
"g006352"	"g006352"	0.0090497737556561	0	1	0	0.727272727272727	"GCF_002112185:CJJLKBPL_00669"	"GCF_002112185:NZ_NBBG01000011.1:1261-1791"	"hypothetical protein"	""	NA	"g006352"	""
"g006473"	"g006473"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002112185:CJJLKBPL_01350"	"GCF_002112185:NZ_NBBG01000028.1:15526-16272"	"Cobalt transport protein CbiM"	""	NA	"g006470"	"K02007"
"g006500"	"g006500"	0.0090497737556561	0	1	0	0.727272727272727	"GCF_002112185:CJJLKBPL_01625"	"GCF_002112185:NZ_NBBG01000038.1:8165-7725"	"Biotin carboxyl carrier protein of acetyl-CoA carboxylase"	""	NA	"g006500"	"K02160"
"g006655"	"g006655"	0.0294117647058823	0	0	0.5	0	"GCF_002112195:OGOEMPHO_01536"	"GCF_002112195:NZ_NBBH01000072.1:2105-2716"	"hypothetical protein"	""	NA	"g006654"	""
"g006661"	"g006661"	0.0090497737556561	0	1	0	0.727272727272727	"GCF_002112195:OGOEMPHO_01577"	"GCF_002112195:NZ_NBBH01000075.1:7261-7500"	"hypothetical protein"	""	NA	"g006660"	""
"g006698"	"g006698"	0.0427440206851972	0	1	0	0.545454545454545	"GCF_002112195:OGOEMPHO_02011"	"GCF_002112195:NZ_NBBH01000157.1:1389-1652"	"hypothetical protein"	""	NA	"g006697"	""
"g006706"	"g006706"	0.0294117647058823	1	0	0.5	0	"GCF_002112225:KIDCJLCI_00002"	"GCF_002112225:NZ_NBBD01000001.1:393-557"	"hypothetical protein"	""	NA	"g006714"	""
"g006712"	"g006712"	0.0294117647058823	1	0	0.5	0	"GCF_002112225:KIDCJLCI_00162"	"GCF_002112225:NZ_NBBD01000001.1:162983-162210"	"hypothetical protein"	""	NA	"g006708"	""
"g006770"	"g006770"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002112225:KIDCJLCI_00541"	"GCF_002112225:NZ_NBBD01000004.1:7830-7231"	"hypothetical protein"	""	NA	"g006772"	""
"g006774"	"g006774"	0.0294117647058823	1	0	0.5	0	"GCF_002112225:KIDCJLCI_00631"	"GCF_002112225:NZ_NBBD01000004.1:114116-99243"	"hypothetical protein"	""	NA	"g006767"	""
"g006776"	"g006776"	0.00630252100840335	0	0	0.666666666666667	0	"GCF_002112225:KIDCJLCI_00644"	"GCF_002112225:NZ_NBBD01000005.1:8973-9635"	"hypothetical protein"	""	NA	"g006835"	""
"g006839"	"g006839"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002112225:KIDCJLCI_00791"	"GCF_002112225:NZ_NBBD01000005.1:116076-115552"	"hypothetical protein"	""	NA	"g006785"	""
"g006842"	"g006842"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002112225:KIDCJLCI_00796"	"GCF_002112225:NZ_NBBD01000006.1:1513-1815"	"hypothetical protein"	""	NA	"g006847"	""
"g006845"	"g006845"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002112225:KIDCJLCI_00803"	"GCF_002112225:NZ_NBBD01000006.1:5136-7007"	"hypothetical protein"	""	NA	"g006861"	""
"g006849"	"g006849"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002112225:KIDCJLCI_00808"	"GCF_002112225:NZ_NBBD01000006.1:10279-10650"	"hypothetical protein"	""	NA	"g006839"	""
"g006860"	"g006860"	0.000969618616677441	1	0	0.833333333333333	0	"GCF_002112225:KIDCJLCI_00821"	"GCF_002112225:NZ_NBBD01000006.1:23270-23596"	"hypothetical protein"	""	NA	"g006854"	""
"g006861"	"g006861"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002112225:KIDCJLCI_00822"	"GCF_002112225:NZ_NBBD01000006.1:23577-24032"	"hypothetical protein"	""	NA	"g006855"	""
"g006863"	"g006863"	0.000969618616677441	1	0	0.833333333333333	0	"GCF_002112225:KIDCJLCI_00832"	"GCF_002112225:NZ_NBBD01000006.1:34513-35229"	"Ribosomal large subunit pseudouridine synthase B"	"5.4.99.22"	NA	"g006858"	"K06178"
"g006878"	"g006878"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002112225:KIDCJLCI_00891"	"GCF_002112225:NZ_NBBD01000006.1:83609-83887"	"hypothetical protein"	""	NA	"g006879"	""
"g006990"	"g006990"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002112225:KIDCJLCI_01716"	"GCF_002112225:NZ_NBBD01000018.1:44088-43753"	"hypothetical protein"	""	NA	"g006989"	""
"g007022"	"g007022"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002112225:KIDCJLCI_01819"	"GCF_002112225:NZ_NBBD01000020.1:16767-17606"	"hypothetical protein"	""	NA	"g007021"	""
"g007067"	"g007067"	0.00630252100840335	1	0	0.666666666666667	0	"GCF_002112225:KIDCJLCI_02158"	"GCF_002112225:NZ_NBBD01000028.1:27872-28060"	"hypothetical protein"	""	NA	"g007066"	""
"g007084"	"g007084"	0.0090497737556561	0	1	0	0.727272727272727	"GCF_002112225:KIDCJLCI_02258"	"GCF_002112225:NZ_NBBD01000033.1:15308-13992"	"hypothetical protein"	""	NA	"g007083"	""
"g007085"	"g007085"	0.0345022624434389	0	0	0	0.636363636363636	"GCF_002112225:KIDCJLCI_02270"	"GCF_002112225:NZ_NBBD01000034.1:9137-9946"	"2-oxo-hept-4-ene-1,7-dioate hydratase"	"4.2.1.163"	NA	"g007085"	""
